,description,species,text_length,cleaned_text,chunked,POS Tag
686,"Learn about the size, diet, population, habitat, behavior and other interesting facts about White-Collared Kingfisher.",Collared Kingfisher,118,learn size diet population habitat behavior interesting fact white collared kingfisher,learn size diet population habitat behavior interesting fact white collared kingfisher,"[[('learn', 'JJ'), ('size', 'NN'), ('diet', 'JJ'), ('population', 'NN'), ('habitat', 'NN'), ('behavior', 'IN'), ('interesting', 'JJ'), ('fact', 'NN'), ('white', 'JJ'), ('collared', 'VBD'), ('kingfisher', 'NN')]]"
687,"3. Diagnosis 3.1. Sacred kingfisher. The collared kingfisher may be confused with the sacred kingfisher (T. sanctus), a closely related species with similar appearance.. The latter is a rare visitor to Singapore and can be differentiated from the collared kingfisher by its smaller size (18-23 cm in length), blackish-green head, and yellowish-buff supercilium, nape and flanks (underpart above ... ",Collared Kingfisher,399,diagnosis sacred kingfisher collared kingfisher may confused sacred kingfisher sanctus closely related specie similar appearance latter rare visitor singapore differentiated collared kingfisher smaller size cm length blackish green head yellowish buff supercilium nape flank underpart,diagnosis sacred kingfisher collared kingfisher may confused sacred kingfisher sanctus closely related specie similar appearance latter rare visitor singapore differentiated collared kingfisher smaller size cm length blackish green head yellowish buff supercilium nape flank underpart,"[[('diagnosis', 'NN'), ('sacred', 'VBD'), ('kingfisher', 'RB'), ('collared', 'VBN'), ('kingfisher', 'NN'), ('may', 'MD'), ('confused', 'VB'), ('sacred', 'VBD'), ('kingfisher', 'PRP'), ('sanctus', 'NN'), ('closely', 'RB'), ('related', 'JJ'), ('specie', 'NN'), ('similar', 'JJ'), ('appearance', 'NN'), ('latter', 'NN'), ('rare', 'JJ'), ('visitor', 'NN'), ('singapore', 'NN'), ('differentiated', 'VBD'), ('collared', 'VBD'), ('kingfisher', 'RB'), ('smaller', 'JJR'), ('size', 'NN'), ('cm', 'NN'), ('length', 'NN'), ('blackish', 'NN'), ('green', 'JJ'), ('head', 'NN'), ('yellowish', 'JJ'), ('buff', 'NN'), ('supercilium', 'NN'), ('nape', 'NN'), ('flank', 'VBD'), ('underpart', 'JJ')]]"
688, The Hong Kong Bird Watching Society (HKBWS) had initiated the first egret tracking study in Hong Kong by using GPS-logging devices to explore their local movement and migratory route. A total of 15 Little Egrets were captured and mounted with GPS-logging devices.,Little Egret,264,hong kong bird watching society hkbws initiated first egret tracking study hong kong using gps logging device explore local movement migratory route total little egret captured mounted gps logging device,hong kong bird watching society hkbws initiated first egret tracking study hong kong using gps logging device explore local movement migratory route total little_egret captured mounted gps logging device,"[[('hong', 'RB'), ('kong', 'JJ'), ('bird', 'NN'), ('watching', 'VBG'), ('society', 'NN'), ('hkbws', 'NN'), ('initiated', 'VBD'), ('first', 'JJ'), ('egret', 'JJ'), ('tracking', 'NN'), ('study', 'NN'), ('hong', 'RB'), ('kong', 'RB'), ('using', 'VBG'), ('gps', 'JJ'), ('logging', 'JJ'), ('device', 'NN'), ('explore', 'RB'), ('local', 'JJ'), ('movement', 'NN'), ('migratory', 'NN'), ('route', 'NN'), ('total', 'JJ'), ('little_egret', 'NN'), ('captured', 'VBD'), ('mounted', 'JJ'), ('gps', 'NN'), ('logging', 'NN'), ('device', 'NN')]]"
689,"Brilliantly colored but often elusive and difficult to spot in the gloom of the forest. Male is bright blue above and orange below with a green cap. Female replaces maleâ€™s blue with cream-spotted green. Broad black, blue, and orange stripes across the face distinguish this species from other kingfishers in range. Whistles pleasantly and persistently, often while perched low above the forest floor in shaded areas.",Collared Kingfisher,418,brilliantly colored often elusive difficult spot gloom forest male bright blue orange green cap female replaces male blue cream spotted green broad black blue orange stripe across face distinguish specie kingfisher range whistle pleasantly persistently often perched low forest floor shaded area,brilliantly colored often elusive difficult spot gloom forest male bright blue orange green cap female replaces male blue cream spotted green broad black blue orange stripe across face distinguish specie kingfisher range whistle pleasantly persistently often perched low forest floor shaded area,"[[('brilliantly', 'RB'), ('colored', 'VBN'), ('often', 'RB'), ('elusive', 'JJ'), ('difficult', 'JJ'), ('spot', 'NN'), ('gloom', 'NN'), ('forest', 'JJS'), ('male', 'NN'), ('bright', 'JJ'), ('blue', 'JJ'), ('orange', 'NN'), ('green', 'JJ'), ('cap', 'NN'), ('female', 'NN'), ('replaces', 'NNS'), ('male', 'JJ'), ('blue', 'JJ'), ('cream', 'NN'), ('spotted', 'VBD'), ('green', 'JJ'), ('broad', 'JJ'), ('black', 'JJ'), ('blue', 'NN'), ('orange', 'NN'), ('stripe', 'NN'), ('across', 'IN'), ('face', 'NN'), ('distinguish', 'JJ'), ('specie', 'NN'), ('kingfisher', 'NN'), ('range', 'NN'), ('whistle', 'NN'), ('pleasantly', 'RB'), ('persistently', 'RB'), ('often', 'RB'), ('perched', 'VBN'), ('low', 'JJ'), ('forest', 'JJS'), ('floor', 'NN'), ('shaded', 'VBD'), ('area', 'NN')]]"
690,The black-naped oriole is medium-sized and overall golden with a strong pinkish bill and a broad black mask and nape. The adult male has the central tail feathers tipped yellow and the lateral ones are more broadly yellow. The female has the mantle colour more greenish or olive. The juvenile has a streaked underside. ,Black-naped Oriole,319,black naped oriole medium sized overall golden strong pinkish bill broad black mask nape adult male central tail feather tipped yellow lateral one broadly yellow female mantle colour greenish olive juvenile streaked underside,black naped oriole medium sized overall golden strong pinkish bill broad black mask nape adult male central tail feather tipped yellow lateral one broadly yellow female mantle colour greenish olive juvenile streaked underside,"[[('black', 'JJ'), ('naped', 'VBD'), ('oriole', 'JJ'), ('medium', 'NN'), ('sized', 'VBD'), ('overall', 'JJ'), ('golden', 'JJ'), ('strong', 'JJ'), ('pinkish', 'JJ'), ('bill', 'NN'), ('broad', 'JJ'), ('black', 'JJ'), ('mask', 'NN'), ('nape', 'NN'), ('adult', 'NN'), ('male', 'JJ'), ('central', 'JJ'), ('tail', 'NN'), ('feather', 'NN'), ('tipped', 'VBD'), ('yellow', 'JJ'), ('lateral', 'JJ'), ('one', 'CD'), ('broadly', 'RB'), ('yellow', 'JJ'), ('female', 'NN'), ('mantle', 'VB'), ('colour', 'JJ'), ('greenish', 'JJ'), ('olive', 'NN'), ('juvenile', 'NN'), ('streaked', 'VBD'), ('underside', 'JJ')]]"
691,Javan Myna (Acridotheres javanicus) ï¿½ Description: ï¿½ Call and Vocalisation: ï¿½ Range and Distribution: ï¿½ Habitat: ï¿½ Diet: ï¿½ Breeding: ï¿½ Behaviour: ï¿½ Conservation Status:.,Javan Myna,185,javan myna acridotheres javanicus description call vocalisation range distribution habitat diet breeding behaviour conservation status,javan_myna acridotheres javanicus description call vocalisation range distribution habitat diet breeding behaviour conservation status,"[[('javan_myna', 'NN'), ('acridotheres', 'VBZ'), ('javanicus', 'JJ'), ('description', 'NN'), ('call', 'NN'), ('vocalisation', 'NN'), ('range', 'NN'), ('distribution', 'NN'), ('habitat', 'NN'), ('diet', 'JJ'), ('breeding', 'VBG'), ('behaviour', 'JJ'), ('conservation', 'NN'), ('status', 'NN')]]"
692,"4 Jan 2018 ï¿½ The species counted were the Javan Myna, Common Myna, Rock Pigeon, Asian Glossy Starling, Asian Koel, House Crow and Black-naped Oriole. Theï¿½...",Javan Myna,161,jan specie counted javan myna common myna rock pigeon asian glossy starling asian koel house crow black naped oriole,jan specie counted javan_myna common myna rock pigeon asian glossy starling asian koel house crow black naped oriole,"[[('jan', 'NN'), ('specie', 'NN'), ('counted', 'VBD'), ('javan_myna', 'JJ'), ('common', 'JJ'), ('myna', 'NN'), ('rock', 'NN'), ('pigeon', 'NN'), ('asian', 'JJ'), ('glossy', 'NN'), ('starling', 'VBG'), ('asian', 'JJ'), ('koel', 'NN'), ('house', 'NN'), ('crow', 'NN'), ('black', 'JJ'), ('naped', 'VBD'), ('oriole', 'JJ')]]"
693,"The black-naped oriole (Oriolus chinensis) belongs to the family of Old World orioles, the Oriolidae.
The black-naped oriole species is distributed in India, Bangladesh, southeast Asia, china, Russia, Taiwan, Japan, North Korea and South Korea. These oriole species are partially migratory. These orioles are polytypic species.",Black-naped Oriole,327,black naped oriole oriolus chinensis belongs family old world oriole oriolidae black naped oriole specie distributed india bangladesh southeast asia china russia taiwan japan north korea south korea oriole specie partially migratory oriole polytypic specie,black naped oriole oriolus chinensis belongs family old world oriole oriolidae black naped oriole specie distributed india bangladesh southeast asia china russia taiwan japan north korea south korea oriole specie partially migratory oriole polytypic specie,"[[('black', 'JJ'), ('naped', 'VBD'), ('oriole', 'JJ'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('belongs', 'NNS'), ('family', 'NN'), ('old', 'JJ'), ('world', 'NN'), ('oriole', 'NN'), ('oriolidae', 'JJ'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'NN'), ('specie', 'NN'), ('distributed', 'VBD'), ('india', 'JJ'), ('bangladesh', 'JJ'), ('southeast', 'NN'), ('asia', 'JJ'), ('china', 'NN'), ('russia', 'NN'), ('taiwan', 'IN'), ('japan', 'JJ'), ('north', 'JJ'), ('korea', 'NNS'), ('south', 'VBP'), ('korea', 'JJ'), ('oriole', 'JJ'), ('specie', 'NN'), ('partially', 'RB'), ('migratory', 'JJ'), ('oriole', 'JJ'), ('polytypic', 'NN'), ('specie', 'NN')]]"
694,The blacknaped oriole (Oriolus chinensis) is a bird of the oriole family and is found in many parts of Asia. There are several distinctive populations within the wide distribution range of this species and in the past the slenderbilled oriole (Oriolus tenuirostris) was included as a subspecies. ,Black-naped Oriole,296,blacknaped oriole oriolus chinensis bird oriole family found many part asia several distinctive population within wide distribution range specie past slenderbilled oriole oriolus tenuirostris included subspecies,blacknaped oriole oriolus chinensis bird oriole family found many part asia several distinctive population within wide distribution range specie past slenderbilled oriole oriolus tenuirostris included subspecies,"[[('blacknaped', 'VBN'), ('oriole', 'JJ'), ('oriolus', 'JJ'), ('chinensis', 'NN'), ('bird', 'NN'), ('oriole', 'JJ'), ('family', 'NN'), ('found', 'VBD'), ('many', 'JJ'), ('part', 'NN'), ('asia', 'IN'), ('several', 'JJ'), ('distinctive', 'JJ'), ('population', 'NN'), ('within', 'IN'), ('wide', 'JJ'), ('distribution', 'NN'), ('range', 'NN'), ('specie', 'NN'), ('past', 'IN'), ('slenderbilled', 'JJ'), ('oriole', 'NN'), ('oriolus', 'JJ'), ('tenuirostris', 'NN'), ('included', 'VBD'), ('subspecies', 'NNS')]]"
695,"The Kingfishers of India. Kingfishers are striking birds, and their robustness in adapting has ensured that they have spread to every continent on the planet, except for Antarctica. The original blue colour is the most frequent association, however, they come in different forms and sizes, and are spread across various habitats across the world. ",Collared Kingfisher,347,kingfisher india kingfisher striking bird robustness adapting ensured spread every continent planet except antarctica original blue colour frequent association however come different form size spread across various habitat across world,kingfisher india kingfisher striking bird robustness adapting ensured spread every continent planet except antarctica original blue colour frequent association however come different form size spread across various habitat across world,"[[('kingfisher', 'RB'), ('india', 'NN'), ('kingfisher', 'NN'), ('striking', 'VBG'), ('bird', 'NN'), ('robustness', 'NN'), ('adapting', 'VBG'), ('ensured', 'VBN'), ('spread', 'JJ'), ('every', 'DT'), ('continent', 'NN'), ('planet', 'NN'), ('except', 'IN'), ('antarctica', 'JJ'), ('original', 'JJ'), ('blue', 'JJ'), ('colour', 'NN'), ('frequent', 'NN'), ('association', 'NN'), ('however', 'RB'), ('come', 'VBN'), ('different', 'JJ'), ('form', 'NN'), ('size', 'NN'), ('spread', 'NN'), ('across', 'IN'), ('various', 'JJ'), ('habitat', 'NN'), ('across', 'IN'), ('world', 'NN')]]"
696,"View photo galleries of Starlings & Mynas captured by Australian natural 
history illustrator & photographer Julian Teh",Javan Myna,119,view photo gallery starling myna captured australian natural history illustrator photographer julian teh,view photo gallery starling myna captured australian natural history illustrator photographer julian teh,"[[('view', 'NN'), ('photo', 'NN'), ('gallery', 'NN'), ('starling', 'VBG'), ('myna', 'NN'), ('captured', 'VBD'), ('australian', 'JJ'), ('natural', 'JJ'), ('history', 'NN'), ('illustrator', 'NN'), ('photographer', 'NN'), ('julian', 'JJ'), ('teh', 'NN')]]"
697,"Half-Collared Kingfisher Trail. Discover this 7.6-km out-and-back trail near Wilderness, Western Cape. Generally considered a moderately challenging route, it takes an average of 2 h 2 min to complete. This is a very popular area for hiking, running, and walking, so you'll likely encounter other people while exploring. ",Collared Kingfisher,321,half collared kingfisher trail discover km back trail near wilderness western cape generally considered moderately challenging route take average h min complete popular area hiking running walking likely encounter people exploring,half collared kingfisher trail discover km back trail near wilderness western cape generally considered moderately challenging route take average h min complete popular area hiking running walking likely encounter people exploring,"[[('half', 'NN'), ('collared', 'VBD'), ('kingfisher', 'JJR'), ('trail', 'NN'), ('discover', 'NN'), ('km', 'VB'), ('back', 'RB'), ('trail', 'NN'), ('near', 'IN'), ('wilderness', 'NN'), ('western', 'JJ'), ('cape', 'NN'), ('generally', 'RB'), ('considered', 'VBN'), ('moderately', 'RB'), ('challenging', 'JJ'), ('route', 'NN'), ('take', 'NN'), ('average', 'NN'), ('h', 'JJ'), ('min', 'NN'), ('complete', 'JJ'), ('popular', 'JJ'), ('area', 'NN'), ('hiking', 'VBG'), ('running', 'VBG'), ('walking', 'VBG'), ('likely', 'JJ'), ('encounter', 'NN'), ('people', 'NNS'), ('exploring', 'VBG')]]"
698,"The Javan Myna Acridotheres javanicus, also known as the white-vented myna and the buffalo myna, is a myna, a member of the Starling family. Javan Mynaï¿½...",Javan Myna,157,javan myna acridotheres javanicus also known white vented myna buffalo myna myna member starling family javan myna,javan_myna acridotheres javanicus also known white vented myna buffalo myna myna member starling family javan_myna,"[[('javan_myna', 'NN'), ('acridotheres', 'NNS'), ('javanicus', 'NN'), ('also', 'RB'), ('known', 'VBN'), ('white', 'JJ'), ('vented', 'JJ'), ('myna', 'NN'), ('buffalo', 'NN'), ('myna', 'NN'), ('myna', 'JJ'), ('member', 'NN'), ('starling', 'VBG'), ('family', 'NN'), ('javan_myna', 'NN')]]"
700,"A common species of the Indonesian islands of Java and Bali, now introduced to Taiwan. Dark gray overall with a spiffy erect crest and a bright yellowish-orange bill. Darker than Jungle Myna, with which it overlaps in its native and introduced ranges. Bold and social, foraging in farms, parks, and gardens. Roosts in large noisy flocks, often close to human habitation. Â  Â ",Javan Myna,376,common specie indonesian island java bali introduced taiwan dark gray overall spiffy erect crest bright yellowish orange bill darker jungle myna overlap native introduced range bold social foraging farm park garden roost large noisy flock often close human habitation,common specie indonesian island java bali introduced taiwan dark gray overall spiffy erect crest bright yellowish orange bill darker jungle myna overlap native introduced range bold social foraging farm park garden roost large noisy flock often close human habitation,"[[('common', 'JJ'), ('specie', 'NN'), ('indonesian', 'JJ'), ('island', 'NN'), ('java', 'NN'), ('bali', 'NN'), ('introduced', 'VBD'), ('taiwan', 'JJ'), ('dark', 'JJ'), ('gray', 'JJ'), ('overall', 'JJ'), ('spiffy', 'NN'), ('erect', 'NN'), ('crest', 'NN'), ('bright', 'VBD'), ('yellowish', 'JJ'), ('orange', 'NN'), ('bill', 'NN'), ('darker', 'NN'), ('jungle', 'NN'), ('myna', 'NN'), ('overlap', 'VBP'), ('native', 'NN'), ('introduced', 'VBN'), ('range', 'NN'), ('bold', 'JJ'), ('social', 'JJ'), ('foraging', 'NN'), ('farm', 'NN'), ('park', 'NN'), ('garden', 'NN'), ('roost', 'NN'), ('large', 'JJ'), ('noisy', 'JJ'), ('flock', 'NN'), ('often', 'RB'), ('close', 'JJ'), ('human', 'JJ'), ('habitation', 'NN')]]"
702,Description: Black naped oriole male and female taken in Subic Bay Freeport forest canopy. Habitat: Triple canopy rain forest. 1 Species ID Suggestions +2. ,Black-naped Oriole,156,description black naped oriole male female taken subic bay freeport forest canopy habitat triple canopy rain forest specie id suggestion,description black naped oriole male female taken subic bay freeport forest canopy habitat triple canopy rain forest specie id suggestion,"[[('description', 'NN'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'JJ'), ('male', 'NN'), ('female', 'NN'), ('taken', 'VBN'), ('subic', 'JJ'), ('bay', 'NN'), ('freeport', 'NN'), ('forest', 'JJS'), ('canopy', 'NN'), ('habitat', 'NN'), ('triple', 'JJ'), ('canopy', 'NN'), ('rain', 'NN'), ('forest', 'JJS'), ('specie', 'NN'), ('id', 'NN'), ('suggestion', 'NN')]]"
704,"This second cluster then comprised of two branches, one grouping Javan with black-winged myna (non-invasive) and the other grouping bank, pale-bellied andï¿½...",Javan Myna,160,second cluster comprised two branch one grouping javan black winged myna non invasive grouping bank pale bellied,second cluster comprised two branch one grouping javan black winged myna non invasive grouping bank pale bellied,"[[('second', 'JJ'), ('cluster', 'NN'), ('comprised', 'VBD'), ('two', 'CD'), ('branch', 'NN'), ('one', 'CD'), ('grouping', 'NN'), ('javan', 'NN'), ('black', 'JJ'), ('winged', 'VBD'), ('myna', 'NN'), ('non', 'RB'), ('invasive', 'JJ'), ('grouping', 'VBG'), ('bank', 'NN'), ('pale', 'NN'), ('bellied', 'VBD')]]"
706,"Click here for more information about the Red List categories and criteria Justification of Red List category This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence <20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of ... ",Black-naped Oriole,398,click information red list category criterion justification red list category specie extremely large range hence approach threshold vulnerable range size criterion extent occurrence km combined declining fluctuating range size habitat extent quality population size small number,click information red list category criterion justification red list category specie extremely large range hence approach threshold vulnerable range size criterion extent occurrence km combined declining fluctuating range size habitat extent quality population size small number,"[[('click', 'JJ'), ('information', 'NN'), ('red', 'JJ'), ('list', 'NN'), ('category', 'NN'), ('criterion', 'NN'), ('justification', 'NN'), ('red', 'JJ'), ('list', 'NN'), ('category', 'NN'), ('specie', 'NN'), ('extremely', 'RB'), ('large', 'JJ'), ('range', 'NN'), ('hence', 'NN'), ('approach', 'NN'), ('threshold', 'VBD'), ('vulnerable', 'JJ'), ('range', 'NN'), ('size', 'NN'), ('criterion', 'NN'), ('extent', 'NN'), ('occurrence', 'NN'), ('km', 'NN'), ('combined', 'VBD'), ('declining', 'VBG'), ('fluctuating', 'VBG'), ('range', 'NN'), ('size', 'NN'), ('habitat', 'NN'), ('extent', 'NN'), ('quality', 'NN'), ('population', 'NN'), ('size', 'NN'), ('small', 'JJ'), ('number', 'NN')]]"
707,"You may have another option, donâ€™t spend too much time with seabirds and migratory birds, we will return to HCM city center after lunch, and spend the afternoon in small parks where we can observe many beautiful birds in nature: Red-breasted Parakeet, White-crested Laughingthrush, Coppersmith Barbet, Black-naped Oriole, White-throated Kingfisher, Common Kingfisher, Black-browed reed-warbler ... ",Black-naped Oriole,400,may another option spend much time seabird migratory bird return hcm city center lunch spend afternoon small park observe many beautiful bird nature red breasted parakeet white crested laughingthrush coppersmith barbet black naped oriole white throated kingfisher common kingfisher black browed reed warbler,may another option spend much time seabird migratory bird return hcm city center lunch spend afternoon small park observe many beautiful bird nature red breasted parakeet white crested laughingthrush coppersmith barbet black naped oriole white throated kingfisher common kingfisher black browed reed warbler,"[[('may', 'MD'), ('another', 'DT'), ('option', 'NN'), ('spend', 'VB'), ('much', 'JJ'), ('time', 'NN'), ('seabird', 'JJ'), ('migratory', 'JJ'), ('bird', 'NN'), ('return', 'NN'), ('hcm', 'JJ'), ('city', 'NN'), ('center', 'NN'), ('lunch', 'NN'), ('spend', 'VBP'), ('afternoon', 'NN'), ('small', 'JJ'), ('park', 'NN'), ('observe', 'VBP'), ('many', 'JJ'), ('beautiful', 'JJ'), ('bird', 'NN'), ('nature', 'NN'), ('red', 'VBD'), ('breasted', 'JJ'), ('parakeet', 'NN'), ('white', 'JJ'), ('crested', 'VBD'), ('laughingthrush', 'JJ'), ('coppersmith', 'NN'), ('barbet', 'NN'), ('black', 'JJ'), ('naped', 'JJ'), ('oriole', 'JJ'), ('white', 'JJ'), ('throated', 'VBN'), ('kingfisher', 'NN'), ('common', 'JJ'), ('kingfisher', 'NN'), ('black', 'JJ'), ('browed', 'VBD'), ('reed', 'JJ'), ('warbler', 'NN')]]"
708,A photo feature with images and calls of the 12 kingfisher species found in the country,Collared Kingfisher,87,photo feature image call kingfisher specie found country,photo feature image call kingfisher specie found country,"[[('photo', 'NN'), ('feature', 'NN'), ('image', 'NN'), ('call', 'NN'), ('kingfisher', 'NN'), ('specie', 'NN'), ('found', 'VBD'), ('country', 'NN')]]"
709,The Forest Kingfisher has a dark royalblue head with pale turquoise on the back.There is a large white spot over the bill. The underparts are white.The male has a white collar which the female lacks. In flight there is a prominent white wing patch.There is a broad black eyestrip extending from the bill to the eye coverts. ,Collared Kingfisher,324,forest kingfisher dark royalblue head pale turquoise back large white spot bill underpart white male white collar female lack flight prominent white wing patch broad black eyestrip extending bill eye covert,forest kingfisher dark royalblue head pale turquoise back large white spot bill underpart white male white collar female lack flight prominent white wing patch broad black eyestrip extending bill eye covert,"[[('forest', 'JJS'), ('kingfisher', 'NN'), ('dark', 'NN'), ('royalblue', 'JJ'), ('head', 'NN'), ('pale', 'NN'), ('turquoise', 'NN'), ('back', 'RB'), ('large', 'JJ'), ('white', 'JJ'), ('spot', 'NN'), ('bill', 'NN'), ('underpart', 'JJ'), ('white', 'JJ'), ('male', 'JJ'), ('white', 'JJ'), ('collar', 'JJ'), ('female', 'NN'), ('lack', 'NN'), ('flight', 'NN'), ('prominent', 'JJ'), ('white', 'JJ'), ('wing', 'VBG'), ('patch', 'NN'), ('broad', 'JJ'), ('black', 'JJ'), ('eyestrip', 'NN'), ('extending', 'VBG'), ('bill', 'NN'), ('eye', 'NN'), ('covert', 'NN')]]"
711,"The area is extremely rich in bird life. Endemic birds include a species of collared kingfisher. Kalba Mangrove Center. The Khor Kalba Mangrove Center was opened in the spring of 2021 as a sanctuary to protect the 300 year old mangrove's biodiversity and local wildlife, help rehabilitate turtles, and nurture endangered birds. ",Collared Kingfisher,328,area extremely rich bird life endemic bird include specie collared kingfisher kalba mangrove center khor kalba mangrove center opened spring sanctuary protect year old mangrove biodiversity local wildlife help rehabilitate turtle nurture endangered bird,area extremely rich bird life endemic bird include specie collared kingfisher kalba mangrove center khor kalba mangrove center opened spring sanctuary protect year old mangrove biodiversity local wildlife help rehabilitate turtle nurture endangered bird,"[[('area', 'NN'), ('extremely', 'RB'), ('rich', 'JJ'), ('bird', 'NN'), ('life', 'NN'), ('endemic', 'JJ'), ('bird', 'NN'), ('include', 'VBP'), ('specie', 'NN'), ('collared', 'VBD'), ('kingfisher', 'JJR'), ('kalba', 'NN'), ('mangrove', 'NN'), ('center', 'NN'), ('khor', 'NN'), ('kalba', 'FW'), ('mangrove', 'NN'), ('center', 'NN'), ('opened', 'VBD'), ('spring', 'NN'), ('sanctuary', 'NN'), ('protect', 'VBP'), ('year', 'NN'), ('old', 'JJ'), ('mangrove', 'NN'), ('biodiversity', 'NN'), ('local', 'JJ'), ('wildlife', 'NN'), ('help', 'NN'), ('rehabilitate', 'VB'), ('turtle', 'JJ'), ('nurture', 'NN'), ('endangered', 'VBD'), ('bird', 'NN')]]"
712,"6 May 2022 ï¿½ Indian myna ï¿½ Similar species. Jungle myna ï¿½ Description. Medium-sized bird with body 23â€“26cm long, wing span 120â€“142mm, weight 82â€“143g. ï¿½ Habitat.",Javan Myna,174,may indian myna similar specie jungle myna description medium sized bird body cm long wing span mm weight g habitat,may indian myna similar specie jungle myna description medium sized bird body cm long wing span mm weight g habitat,"[[('may', 'MD'), ('indian', 'VB'), ('myna', 'NN'), ('similar', 'JJ'), ('specie', 'NN'), ('jungle', 'NN'), ('myna', 'NN'), ('description', 'NN'), ('medium', 'NN'), ('sized', 'VBD'), ('bird', 'NN'), ('body', 'NN'), ('cm', 'NN'), ('long', 'RB'), ('wing', 'VBG'), ('span', 'NN'), ('mm', 'NN'), ('weight', 'VBD'), ('g', 'NNS'), ('habitat', 'NN')]]"
714,"Winchell's kingfisher. Winchell's kingfisher ( Todiramphus winchelli [1]) or the rufous-lored kingfisher, [3] is a species of bird in the family Alcedinidae, the kingfishers. It is endemic to the Philippines, its natural habitat being lowland forests. It is threatened by deforestation, and the International Union for Conservation of Nature ... ",Collared Kingfisher,346,winchell kingfisher winchell kingfisher todiramphus winchelli rufous lored kingfisher specie bird family alcedinidae kingfisher endemic philippine natural habitat lowland forest threatened deforestation international union conservation nature,winchell kingfisher winchell kingfisher todiramphus winchelli rufous lored kingfisher specie bird family alcedinidae kingfisher endemic philippine natural habitat lowland forest threatened deforestation international union conservation nature,"[[('winchell', 'NN'), ('kingfisher', 'RB'), ('winchell', 'RB'), ('kingfisher', 'RB'), ('todiramphus', 'JJ'), ('winchelli', 'VBP'), ('rufous', 'JJ'), ('lored', 'VBD'), ('kingfisher', 'CC'), ('specie', 'JJ'), ('bird', 'NN'), ('family', 'NN'), ('alcedinidae', 'IN'), ('kingfisher', 'JJR'), ('endemic', 'JJ'), ('philippine', 'JJ'), ('natural', 'JJ'), ('habitat', 'NN'), ('lowland', 'NN'), ('forest', 'NN'), ('threatened', 'VBD'), ('deforestation', 'NN'), ('international', 'JJ'), ('union', 'NN'), ('conservation', 'NN'), ('nature', 'NN')]]"
717,"Learn about Collared Kingfisher (Collared): explore photos, sounds, and observations collected by birders around the world.",Collared Kingfisher,123,learn collared kingfisher collared explore photo sound observation collected birder around world,learn collared kingfisher collared explore photo sound observation collected birder around world,"[[('learn', 'NN'), ('collared', 'VBD'), ('kingfisher', 'RB'), ('collared', 'VBN'), ('explore', 'RB'), ('photo', 'JJ'), ('sound', 'NN'), ('observation', 'NN'), ('collected', 'VBD'), ('birder', 'JJR'), ('around', 'IN'), ('world', 'NN')]]"
718,"Sharpe, 1892. The black oriole ( Oriolus hosii) is a species of bird in the family Oriolidae. It is endemic to the island of Borneo. [2] One of the least known of the orioles, its distribution range is restricted to Sarawak in Borneo. [3] Along with the black-and-crimson, maroon, and silver orioles, it belongs to a clade of red and black ... ",Black-naped Oriole,344,sharpe black oriole oriolus hosii specie bird family oriolidae endemic island borneo one least known oriole distribution range restricted sarawak borneo along black crimson maroon silver oriole belongs clade red black,sharpe black oriole oriolus hosii specie bird family oriolidae endemic island borneo one least known oriole distribution range restricted sarawak borneo along black crimson maroon silver oriole belongs clade red black,"[[('sharpe', 'JJ'), ('black', 'JJ'), ('oriole', 'NN'), ('oriolus', 'IN'), ('hosii', 'JJ'), ('specie', 'JJ'), ('bird', 'NN'), ('family', 'NN'), ('oriolidae', 'IN'), ('endemic', 'JJ'), ('island', 'NN'), ('borneo', 'VBZ'), ('one', 'CD'), ('least', 'NN'), ('known', 'VBN'), ('oriole', 'JJ'), ('distribution', 'NN'), ('range', 'NN'), ('restricted', 'VBD'), ('sarawak', 'JJ'), ('borneo', 'NN'), ('along', 'IN'), ('black', 'JJ'), ('crimson', 'JJ'), ('maroon', 'NN'), ('silver', 'NN'), ('oriole', 'JJ'), ('belongs', 'NNS'), ('clade', 'NN'), ('red', 'JJ'), ('black', 'JJ')]]"
720,"17 Dec 2018 ï¿½ For example, the most common myna species we have here in Singapore is the Javan Myna. But it's not native to Singapore; this bird hails fromï¿½...",Javan Myna,163,dec example common myna specie singapore javan myna native singapore bird hail,dec example common myna specie singapore javan_myna native singapore bird hail,"[[('dec', 'JJ'), ('example', 'NN'), ('common', 'JJ'), ('myna', 'NN'), ('specie', 'NN'), ('singapore', 'NN'), ('javan_myna', 'NN'), ('native', 'JJ'), ('singapore', 'NN'), ('bird', 'NN'), ('hail', 'NN')]]"
